no,co,cl,tb,s,l,r,b,lr,rr,br,hh,ha,hs,he,ci,cw,re,la,pl,u1,u2,u3,le,sa,mw,t,pr,d,n,i,v,nx,rp,u,f,ra,h,si 
CMS.855,CMS,855,False,['l'],"[[[[45, 3], [105, 3]], '56-167']]",[],[],['TR3.30-5'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,,CMS.636,['SP'],None,"Investigates the museum as a participatory public space and rethinks visitor engagement and museum education in light of digital technologies, including extended reality (XR) technologies. Students develop concepts, models, and prototypes that integrate physical and digital spaces in novel ways in close collaboration with partners at local museums. Readings provide theoretical, critical, and analytical foundations for collaborative class projects. Students taking graduate version complete additional readings and assignments.",Extending the Museum,"Fendt, Kurt",False,False,False,,False,0,0,0
CMS.863,CMS,863,False,['l'],"[[[[40, 3], [100, 3]], '5-134']]",[],[],['TR1-2.30'],[],[],False,False,False,False,False,False,False,False,False,3,6,3,G,11.252,"11.127, CMS.590",['SP'],None,"Immerses students in the process of building and testing their own digital and board games in order to better understand how we learn from games. Explores the design and use of games in the classroom in addition to research and development issues associated with computer-based (desktop and handheld) and non-computer-based media. In developing their own games, students examine what and how people learn from them (including field testing of products), as well as how games can be implemented in educational settings. All levels of computer experience welcome. Students taking graduate version complete additional assignments.",Design and Development of Games for Learning,"Klopfer, Eric",False,False,False,,False,6.5,7.1,20.5
CMS.867,CMS,867,False,['l'],"[[[[112, 6]], 'E38-200']]",[],[],['R EVE (7-10 PM)'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,,"21W.791, CMS.614",['SP'],None,"Focuses on the social and cultural aspects of networked life through internet-related technologies (including computers, mobile devices, entertainment technologies, and emerging media forms). Theories and readings focus on the cultural, social, economic, and political aspects of internet use and design. Topics include online communication and communities, social media, gender and race in network spaces, activism and hacking, networked publics, remix culture and intellectual property. Students taking the graduate version complete additional readings and assignments.",Network Cultures,"PETERSON, CHRIS",False,False,False,,False,7.0,9.9,13.0
CMS.876,CMS,876,False,['l'],"[[[[82, 6]], 'E25-117']]",[],[],['W EVE (7-10 PM)'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,,CMS.376,['SP'],None,"Surveys the interrelated histories of communications media and technological development, from the emergence of 19th-century forms of mass print media and telegraphy, to sound capture and image-based forms (e.g., film, radio, and television), to the shift from analog to digital cultures. Examines how new forms of communication exert social, political, and cultural influences in the global context. Explores how technological innovation and accelerating media affect social values and behaviors in the popular and global adoption of a media device. Includes two papers and a research project on aspects of media history. Students taking graduate version complete additional assignments.",History of Media and Technology,"Paradis, James",False,False,False,,False,6.2,7.6,17.7
CMS.901,CMS,901,False,['l'],"[[[[12, 6]], '66-156']]",[],[],['M2-5'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,,CMS.701,"['FA', 'SP']",None,"Addresses important, current debates in media with in-depth discussion of popular perceptions and policy implications. Students use multiple perspectives to analyze texts emanating from these debates, and present their findings through discussions and reports. Explores emerging topics (e.g., piracy and IP regimes, net neutrality, media effects, social media and social change, and changing literacies) across media forms and from various historical, transcultural, and methodological perspectives. Examines the framing of these issues, their ethical and policy implications, and strategies for repositioning the debate. Students taking graduate version complete additional assignments.",Current Debates in Media,"Zidani, Sulafa",False,False,False,,False,6.3,7.5,9.0
CMS.915,CMS,915,False,['l'],"[[[[82, 6]], '4-253']]",[],[],['W EVE (7-10 PM)'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,,21L.432,['SP'],Permission of instructor,"A cultural approach to television's evolution as a technology and system of representation. Considers television as a system of storytelling and mythmaking, and as a cultural practice studied from anthropological, literary, and cinematic perspectives. Focuses on prime-time commercial broadcasting, the medium's technological and economic history, and theoretical perspectives. Considerable television viewing and readings in media theory and cultural interpretation are required. Previously taught topics include American Television: A Cultural History. Students taking graduate version complete additional assignments.",Understanding Television,"Hendershot, Heather",False,False,True,,False,0,0,0
CMS.925,CMS,925,False,['l'],"[[[[45, 3], [105, 3]], '4-364']]",[],[],['TR3.30-5'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,,21M.284,['SP'],Permission of instructor,"Surveys styles and dramatic functions of music for silent films of the 1910s-20s, and music in sound films from the 1930s to the present. Close attention given to landmark scores by American and European composers, including Korngold, Steiner, Rozsa, Prokofiev, Copland, Herrmann, Rota, Morricone, and Williams. Subsidiary topics include new trends in contemporary film-scoring, pop scores, the impact of electronics, and specialized genres (e.g., animation). Students taking the graduate version complete different assignments. Some background in the study of film and/or music is expected.",Film Music,"Marks, Martin",False,False,False,,False,6.1,9.9,15.0
CMS.990,CMS,990,False,['l'],"[[[[108, 4]], '56-114']]",[],[],['R EVE (5-7 PM)'],[],[],False,False,False,False,False,False,False,False,False,2,0,1,G,,,"['FA', 'SP']",None,"Exposes students to the perspectives of scholars, activists, mediamakers, policymakers, and industry leaders on cutting edge issues in media. Registered CMS graduate students only.",Colloquium in Comparative Media,"Hendershot, Heather",False,False,True,,False,4.6,2.2,15.6
CMS.992,CMS,992,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'JA', 'SU', 'SP']",CMS.950 or permission of instructor,Students work individually with an advisor to produce a portfolio project which combines technical skills and a substantial intellectual component.,Portfolio in Comparative Media,"Larkin, Shannon",True,False,False,,False,0,0,0
CMS.993,CMS,993,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'JA', 'SP']",Permission of instructor,For qualified graduate students interested in teaching. Offers experience in classroom and/or tutorial teaching under the supervision of a Comparative Media Studies faculty member.,Teaching in Comparative Media,"Larkin, Shannon",True,False,True,,False,0,0,0
CMS.994,CMS,994,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'JA', 'SU', 'SP']",Permission of instructor,Opportunity for individual research in comparative media studies. Registration subject to prior arrangement for subject matter and supervision by a faculty member.,Independent Study,"Larkin, Shannon",True,False,True,,False,0,0,0
CMS.995,CMS,995,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'JA', 'SU', 'SP']",Permission of instructor,Opportunity for individual research in comparative media studies. Registration subject to prior arrangement for subject matter and supervision by a faculty member.,Independent Study,"Larkin, Shannon",True,False,True,,False,0,0,0
CMS.S60,CMS,S60,False,['l'],"[[[[42, 3], [102, 3]], '56-191']]",[],[],['TR2-3.30'],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,['SP'],Permission of instructor,Seminar or lecture on a topic that is not covered in the regular curriculum.,Special Subject: Comparative Media Studies,"Partain, Laura",False,False,True,,False,6.8,11.9,11.5
CMS.S96,CMS,S96,False,['l'],"[[[[42, 3], [102, 3]], '56-191']]",[],[],['TR2-3.30'],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,['SP'],Permission of instructor,Seminar or lecture on a topic that is not covered in the regular curriculum.,Special Subject: Comparative Media Studies,"Partain, Laura",False,False,True,,False,0.0,0.0,0.0
CMS.THG,CMS,THG,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'JA', 'SU', 'SP']",Permission of advisor,"Completion of a graduate thesis, to be arranged with a faculty member, who becomes the thesis supervisor. Required of all CMS students.",Master's Thesis,"Larkin, Shannon",True,False,True,,False,6.5,9.0,6.0
CMS.THT,CMS,THT,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,1,0,5,U,,,"['FA', 'JA', 'SU', 'SP']",Permission of advisor,"Student works with an advisor to define his/her thesis. By the end of the term, student must have a substantial outline and bibilography for thesis and must have selected a three-person thesis committee. Advisor must approve outline and bibliography.",Comparative Media Studies Pre-Thesis Tutorial,"Larkin, Shannon",True,False,False,,False,0,0,0
CMS.THU,CMS,THU,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",CMS.THT,"The CMS Undergraduate Thesis is a substantial research project or comparable exercise. A written thesis ranges in length from 35 to 50 pages. Digital projects are assessed on the quality of research and argumentation, as well as presentation, and must include a substantial written component. Student gives an oral presentation of his/her thesis at the end of the term. Thesis is not required for CMS majors.",Undergraduate Thesis in Comparative Media Studies,"Larkin, Shannon",True,False,True,,False,0,0,0
